appid,age_year,max_discount,mean_discount,n_observations,median_sale_price,title,initial_price,primary_genre,developer_tier,price_tier,review_score,log_ownership,is_multiplayer,has_controller_support,achievements_total,buyer_value_at_age
388410,1,80,40.0,12,17.99,Darksiders II Deathinitive Edition,29.99,RPG,Mid-tier,Mid,0.7862870890136328,6.5440681684343955,0,1,50,0.5998666222074025
388410,2,85,39.285714285714285,14,18.74,Darksiders II Deathinitive Edition,29.99,RPG,Mid-tier,Mid,0.7862870890136328,6.5440681684343955,0,1,50,0.6248749583194398
388410,3,85,40.833333333333336,18,17.99,Darksiders II Deathinitive Edition,29.99,RPG,Mid-tier,Mid,0.7862870890136328,6.5440681684343955,0,1,50,0.5998666222074025
388410,4,80,39.642857142857146,14,18.74,Darksiders II Deathinitive Edition,29.99,RPG,Mid-tier,Mid,0.7862870890136328,6.5440681684343955,0,1,50,0.6248749583194398
388410,5,80,37.8125,16,18.74,Darksiders II Deathinitive Edition,29.99,RPG,Mid-tier,Mid,0.7862870890136328,6.5440681684343955,0,1,50,0.6248749583194398
388410,6,80,38.4375,16,18.74,Darksiders II Deathinitive Edition,29.99,RPG,Mid-tier,Mid,0.7862870890136328,6.5440681684343955,0,1,50,0.6248749583194398
388410,7,75,39.705882352941174,17,7.49,Darksiders II Deathinitive Edition,29.99,RPG,Mid-tier,Mid,0.7862870890136328,6.5440681684343955,0,1,50,0.24974991663887966
388410,8,75,35.0,15,29.99,Darksiders II Deathinitive Edition,29.99,RPG,Mid-tier,Mid,0.7862870890136328,6.5440681684343955,0,1,50,1.0
388410,9,80,35.55555555555556,18,22.49,Darksiders II Deathinitive Edition,29.99,RPG,Mid-tier,Mid,0.7862870890136328,6.5440681684343955,0,1,50,0.7499166388796266
388410,10,85,44.285714285714285,7,7.49,Darksiders II Deathinitive Edition,29.99,RPG,Mid-tier,Mid,0.7862870890136328,6.5440681684343955,0,1,50,0.24974991663887966
388750,0,67,18.8125,16,28.49,BlazBlue: Chronophantasma Extend,29.99,Action,Mid-tier,Mid,0.9079497907949791,5.54406928518988,1,1,51,0.9499833277759253
388750,1,80,38.4375,16,18.74,BlazBlue: Chronophantasma Extend,29.99,Action,Mid-tier,Mid,0.9079497907949791,5.54406928518988,1,1,51,0.6248749583194398
388750,2,85,42.5,12,17.24,BlazBlue: Chronophantasma Extend,29.99,Action,Mid-tier,Mid,0.9079497907949791,5.54406928518988,1,1,51,0.574858286095365
388750,3,85,42.5,18,17.24,BlazBlue: Chronophantasma Extend,29.99,Action,Mid-tier,Mid,0.9079497907949791,5.54406928518988,1,1,51,0.574858286095365
388750,4,85,42.5,24,17.24,BlazBlue: Chronophantasma Extend,29.99,Action,Mid-tier,Mid,0.9079497907949791,5.54406928518988,1,1,51,0.574858286095365
388750,5,85,44.523809523809526,21,4.49,BlazBlue: Chronophantasma Extend,29.99,Action,Mid-tier,Mid,0.9079497907949791,5.54406928518988,1,1,51,0.14971657219073026
388750,6,85,40.476190476190474,21,29.99,BlazBlue: Chronophantasma Extend,29.99,Action,Mid-tier,Mid,0.9079497907949791,5.54406928518988,1,1,51,1.0
388750,7,85,42.5,20,17.24,BlazBlue: Chronophantasma Extend,29.99,Action,Mid-tier,Mid,0.9079497907949791,5.54406928518988,1,1,51,0.574858286095365
388750,8,85,42.5,18,17.24,BlazBlue: Chronophantasma Extend,29.99,Action,Mid-tier,Mid,0.9079497907949791,5.54406928518988,1,1,51,0.574858286095365
388750,9,85,42.5,18,17.24,BlazBlue: Chronophantasma Extend,29.99,Action,Mid-tier,Mid,0.9079497907949791,5.54406928518988,1,1,51,0.574858286095365
388750,10,85,42.5,6,17.24,BlazBlue: Chronophantasma Extend,29.99,Action,Mid-tier,Mid,0.9079497907949791,5.54406928518988,1,1,51,0.574858286095365
388880,0,75,25.434782608695652,23,19.99,Oxenfree,9.99,Adventure,Mid-tier,Mid,0.9148052810761438,5.875061842450624,0,1,13,1.0
388880,1,75,37.5,12,12.489999999999998,Oxenfree,9.99,Adventure,Mid-tier,Mid,0.9148052810761438,5.875061842450624,0,1,13,1.0
388880,2,75,37.5,14,12.489999999999998,Oxenfree,9.99,Adventure,Mid-tier,Mid,0.9148052810761438,5.875061842450624,0,1,13,1.0
388880,3,75,26.5625,16,8.49,Oxenfree,9.99,Adventure,Mid-tier,Mid,0.9148052810761438,5.875061842450624,0,1,13,0.8498498498498499
388880,4,75,27.5,10,7.49,Oxenfree,9.99,Adventure,Mid-tier,Mid,0.9148052810761438,5.875061842450624,0,1,13,0.7497497497497497
388880,5,90,38.75,8,6.99,Oxenfree,9.99,Adventure,Mid-tier,Mid,0.9148052810761438,5.875061842450624,0,1,13,0.6996996996996997
388880,6,80,32.5,8,6.99,Oxenfree,9.99,Adventure,Mid-tier,Mid,0.9148052810761438,5.875061842450624,0,1,13,0.6996996996996997
388880,7,80,28.75,8,8.49,Oxenfree,9.99,Adventure,Mid-tier,Mid,0.9148052810761438,5.875061842450624,0,1,13,0.8498498498498499
388880,8,90,36.666666666666664,6,6.99,Oxenfree,9.99,Adventure,Mid-tier,Mid,0.9148052810761438,5.875061842450624,0,1,13,0.6996996996996997
388880,9,70,35.0,2,6.49,Oxenfree,9.99,Adventure,Mid-tier,Mid,0.9148052810761438,5.875061842450624,0,1,13,0.6496496496496497
389140,0,30,12.692307692307692,13,19.99,Horizon Chase Turbo,19.99,Racing,Mid-tier,Mid,0.928411247196826,5.54406928518988,1,1,48,1.0
389140,1,70,25.714285714285715,14,15.989999999999998,Horizon Chase Turbo,19.99,Racing,Mid-tier,Mid,0.928411247196826,5.54406928518988,1,1,48,0.7998999499749875
389140,2,70,32.25,16,14.989999999999998,Horizon Chase Turbo,19.99,Racing,Mid-tier,Mid,0.928411247196826,5.54406928518988,1,1,48,0.7498749374687343
389140,3,75,30.0,13,11.99,Horizon Chase Turbo,19.99,Racing,Mid-tier,Mid,0.928411247196826,5.54406928518988,1,1,48,0.5997998999499751
389140,4,80,39.375,16,12.489999999999998,Horizon Chase Turbo,19.99,Racing,Mid-tier,Mid,0.928411247196826,5.54406928518988,1,1,48,0.6248124062031015
389140,5,80,40.0,8,11.989999999999998,Horizon Chase Turbo,19.99,Racing,Mid-tier,Mid,0.928411247196826,5.54406928518988,1,1,48,0.599799899949975
389170,3,20,10.0,2,14.39,Songs for a Hero - Definitive Edition,14.99,Casual,Mid-tier,Mid,0.9649645065262193,5.54406928518988,0,1,59,0.9599733155436958
389170,4,30,11.5,10,14.79,Songs for a Hero - Definitive Edition,14.99,Casual,Mid-tier,Mid,0.9649645065262193,5.54406928518988,0,1,59,0.9866577718478985
389170,5,25,11.0,10,14.39,Songs for a Hero - Definitive Edition,14.99,Casual,Mid-tier,Mid,0.9649645065262193,5.54406928518988,0,1,59,0.9599733155436958
389170,6,30,14.545454545454545,11,11.99,Songs for a Hero - Definitive Edition,14.99,Casual,Mid-tier,Mid,0.9649645065262193,5.54406928518988,0,1,59,0.799866577718479
389170,7,50,14.0,10,14.99,Songs for a Hero - Definitive Edition,14.99,Casual,Mid-tier,Mid,0.9649645065262193,5.54406928518988,0,1,59,1.0
389170,8,50,23.0,10,12.74,Songs for a Hero - Definitive Edition,14.99,Casual,Mid-tier,Mid,0.9649645065262193,5.54406928518988,0,1,59,0.8498999332888593
389170,9,55,27.0,15,7.49,Songs for a Hero - Definitive Edition,14.99,Casual,Mid-tier,Mid,0.9649645065262193,5.54406928518988,0,1,59,0.4996664442961975
389170,10,55,18.333333333333332,3,14.99,Songs for a Hero - Definitive Edition,14.99,Casual,Mid-tier,Mid,0.9649645065262193,5.54406928518988,0,1,59,1.0
389730,0,50,21.785714285714285,14,46.24,TEKKEN 7,39.99,Action,Mid-tier,Premium,0.8348979807590654,6.5440681684343955,1,1,42,1.0
389730,1,60,24.761904761904763,21,39.99,TEKKEN 7,39.99,Action,Mid-tier,Premium,0.8348979807590654,6.5440681684343955,1,1,42,1.0
389730,2,75,27.80952380952381,21,39.99,TEKKEN 7,39.99,Action,Mid-tier,Premium,0.8348979807590654,6.5440681684343955,1,1,42,1.0
389730,3,85,38.214285714285715,14,24.990000000000002,TEKKEN 7,39.99,Action,Mid-tier,Premium,0.8348979807590654,6.5440681684343955,1,1,42,0.6249062265566392
389730,4,85,41.25,12,24.990000000000002,TEKKEN 7,39.99,Action,Mid-tier,Premium,0.8348979807590654,6.5440681684343955,1,1,42,0.6249062265566392
389730,5,85,42.5,18,22.990000000000002,TEKKEN 7,39.99,Action,Mid-tier,Premium,0.8348979807590654,6.5440681684343955,1,1,42,0.5748937234308578
389730,6,85,38.333333333333336,12,24.990000000000002,TEKKEN 7,39.99,Action,Mid-tier,Premium,0.8348979807590654,6.5440681684343955,1,1,42,0.6249062265566392
389730,7,85,38.5,10,24.990000000000002,TEKKEN 7,39.99,Action,Mid-tier,Premium,0.8348979807590654,6.5440681684343955,1,1,42,0.6249062265566392
389730,8,75,40.0,15,9.99,TEKKEN 7,39.99,Action,Mid-tier,Premium,0.8348979807590654,6.5440681684343955,1,1,42,0.24981245311327832
390030,0,66,23.875,16,13.865,DESYNC,14.99,Indie,Mid-tier,Mid,0.8024193548387096,5.54406928518988,0,1,179,0.9249499666444296
390030,1,70,34.666666666666664,12,10.04,DESYNC,14.99,Indie,Mid-tier,Mid,0.8024193548387096,5.54406928518988,0,1,179,0.6697798532354903
390030,2,70,31.25,8,10.49,DESYNC,14.99,Indie,Mid-tier,Mid,0.8024193548387096,5.54406928518988,0,1,179,0.6997998665777185
390030,3,80,36.666666666666664,12,11.24,DESYNC,14.99,Indie,Mid-tier,Mid,0.8024193548387096,5.54406928518988,0,1,179,0.7498332221480988
390030,4,70,28.75,8,11.24,DESYNC,14.99,Indie,Mid-tier,Mid,0.8024193548387096,5.54406928518988,0,1,179,0.7498332221480988
390030,5,80,40.0,2,8.99,DESYNC,14.99,Indie,Mid-tier,Mid,0.8024193548387096,5.54406928518988,0,1,179,0.5997331554369579
390030,6,80,39.25,8,9.215,DESYNC,14.99,Indie,Mid-tier,Mid,0.8024193548387096,5.54406928518988,0,1,179,0.614743162108072
390560,0,34,15.11111111111111,9,29.99,Fantasy Strike,0.0,Casual,Mid-tier,Free,0.6130268199233716,5.54406928518988,1,1,0,1.0
390710,0,25,10.476190476190476,21,8.99,Acceleration of SUGURI 2,8.99,Indie,Mid-tier,Mid,0.7821543408360129,5.54406928518988,1,1,24,1.0
390710,1,40,18.03448275862069,29,6.02,Acceleration of SUGURI 2,8.99,Indie,Mid-tier,Mid,0.7821543408360129,5.54406928518988,1,1,24,0.6696329254727474
390710,2,100,25.2,25,8.99,Acceleration of SUGURI 2,8.99,Indie,Mid-tier,Mid,0.7821543408360129,5.54406928518988,1,1,24,1.0
390710,3,50,25.925925925925927,27,4.49,Acceleration of SUGURI 2,8.99,Indie,Mid-tier,Mid,0.7821543408360129,5.54406928518988,1,1,24,0.4994438264738599
390710,4,50,23.333333333333332,15,8.99,Acceleration of SUGURI 2,8.99,Indie,Mid-tier,Mid,0.7821543408360129,5.54406928518988,1,1,24,1.0
390710,5,50,25.0,14,6.74,Acceleration of SUGURI 2,8.99,Indie,Mid-tier,Mid,0.7821543408360129,5.54406928518988,1,1,24,0.7497219132369299
390710,6,50,25.0,16,6.74,Acceleration of SUGURI 2,8.99,Indie,Mid-tier,Mid,0.7821543408360129,5.54406928518988,1,1,24,0.7497219132369299
390710,7,50,25.0,18,6.74,Acceleration of SUGURI 2,8.99,Indie,Mid-tier,Mid,0.7821543408360129,5.54406928518988,1,1,24,0.7497219132369299
390710,8,50,25.0,4,6.74,Acceleration of SUGURI 2,8.99,Indie,Mid-tier,Mid,0.7821543408360129,5.54406928518988,1,1,24,0.7497219132369299
391040,0,70,24.833333333333332,12,52.49,F1 2016,9.99,Racing,Mid-tier,Mid,0.8582188746123173,5.54406928518988,1,1,49,1.0
391040,1,75,37.5,14,37.49,F1 2016,9.99,Racing,Mid-tier,Mid,0.8582188746123173,5.54406928518988,1,1,49,1.0
391040,2,75,37.5,18,37.49,F1 2016,9.99,Racing,Mid-tier,Mid,0.8582188746123173,5.54406928518988,1,1,49,1.0
391040,3,75,32.61904761904762,21,19.99,F1 2016,9.99,Racing,Mid-tier,Mid,0.8582188746123173,5.54406928518988,1,1,49,1.0
391040,4,75,37.5,16,7.49,F1 2016,9.99,Racing,Mid-tier,Mid,0.8582188746123173,5.54406928518988,1,1,49,0.7497497497497497
391070,0,87,32.0625,16,0.74,Stellar 2D,1.99,Casual,Mid-tier,Budget,0.406345957011259,5.875061842450624,0,0,0,0.37185929648241206
391070,1,51,25.5,14,0.74,Stellar 2D,1.99,Casual,Mid-tier,Budget,0.406345957011259,5.875061842450624,0,0,0,0.37185929648241206
391070,2,51,25.5,14,0.74,Stellar 2D,1.99,Casual,Mid-tier,Budget,0.406345957011259,5.875061842450624,0,0,0,0.37185929648241206
391070,3,51,25.5,12,0.74,Stellar 2D,1.99,Casual,Mid-tier,Budget,0.406345957011259,5.875061842450624,0,0,0,0.37185929648241206
391070,4,51,25.5,8,0.74,Stellar 2D,1.99,Casual,Mid-tier,Budget,0.406345957011259,5.875061842450624,0,0,0,0.37185929648241206
391070,5,51,22.9,10,0.865,Stellar 2D,1.99,Casual,Mid-tier,Budget,0.406345957011259,5.875061842450624,0,0,0,0.43467336683417085
391070,6,51,22.444444444444443,9,0.99,Stellar 2D,1.99,Casual,Mid-tier,Budget,0.406345957011259,5.875061842450624,0,0,0,0.49748743718592964
391070,7,60,27.5,16,1.49,Stellar 2D,1.99,Casual,Mid-tier,Budget,0.406345957011259,5.875061842450624,0,0,0,0.7487437185929648
391070,8,60,23.0,20,1.49,Stellar 2D,1.99,Casual,Mid-tier,Budget,0.406345957011259,5.875061842450624,0,0,0,0.7487437185929648
391070,9,50,25.0,16,1.49,Stellar 2D,1.99,Casual,Mid-tier,Budget,0.406345957011259,5.875061842450624,0,0,0,0.7487437185929648
391070,10,50,26.666666666666668,15,0.99,Stellar 2D,1.99,Casual,Mid-tier,Budget,0.406345957011259,5.875061842450624,0,0,0,0.49748743718592964
391220,0,50,18.214285714285715,14,53.99,Rise of the Tomb Raider™,9.99,Adventure,Mid-tier,Mid,0.9415099456906417,6.5440681684343955,0,1,143,1.0
391220,1,67,30.285714285714285,14,44.99,Rise of the Tomb Raider™,9.99,Adventure,Mid-tier,Mid,0.9415099456906417,6.5440681684343955,0,1,143,1.0
391220,2,80,38.476190476190474,21,19.79,Rise of the Tomb Raider™,9.99,Adventure,Mid-tier,Mid,0.9415099456906417,6.5440681684343955,0,1,143,1.0
391220,3,85,40.0,21,59.99,Rise of the Tomb Raider™,9.99,Adventure,Mid-tier,Mid,0.9415099456906417,6.5440681684343955,0,1,143,1.0
391220,4,80,33.5,20,19.99,Rise of the Tomb Raider™,9.99,Adventure,Mid-tier,Mid,0.9415099456906417,6.5440681684343955,0,1,143,1.0
391220,5,80,50.0,4,4.99,Rise of the Tomb Raider™,9.99,Adventure,Mid-tier,Mid,0.9415099456906417,6.5440681684343955,0,1,143,0.4994994994994995
391260,0,92,34.475,40,1.99,Labyronia RPG,1.99,RPG,Mid-tier,Budget,0.7574468085106383,5.54406928518988,0,1,6,1.0
391260,1,75,37.5,22,1.24,Labyronia RPG,1.99,RPG,Mid-tier,Budget,0.7574468085106383,5.54406928518988,0,1,6,0.6231155778894473
391260,2,75,40.0,15,0.49,Labyronia RPG,1.99,RPG,Mid-tier,Budget,0.7574468085106383,5.54406928518988,0,1,6,0.24623115577889446
391260,3,75,35.294117647058826,17,1.99,Labyronia RPG,1.99,RPG,Mid-tier,Budget,0.7574468085106383,5.54406928518988,0,1,6,1.0
391260,4,75,40.0,15,0.49,Labyronia RPG,1.99,RPG,Mid-tier,Budget,0.7574468085106383,5.54406928518988,0,1,6,0.24623115577889446
391260,5,75,35.0,15,1.99,Labyronia RPG,1.99,RPG,Mid-tier,Budget,0.7574468085106383,5.54406928518988,0,1,6,1.0
391420,0,75,34.81481481481482,27,1.99,Gun Rocket,1.99,Casual,Mid-tier,Budget,0.7542787286063569,5.54406928518988,0,1,0,1.0
391420,1,75,37.5,6,1.24,Gun Rocket,1.99,Casual,Mid-tier,Budget,0.7542787286063569,5.54406928518988,0,1,0,0.6231155778894473
391420,2,75,37.5,18,1.24,Gun Rocket,1.99,Casual,Mid-tier,Budget,0.7542787286063569,5.54406928518988,0,1,0,0.6231155778894473
391420,3,75,37.5,22,1.24,Gun Rocket,1.99,Casual,Mid-tier,Budget,0.7542787286063569,5.54406928518988,0,1,0,0.6231155778894473
391420,4,75,37.5,12,1.24,Gun Rocket,1.99,Casual,Mid-tier,Budget,0.7542787286063569,5.54406928518988,0,1,0,0.6231155778894473
391420,5,75,37.5,10,1.24,Gun Rocket,1.99,Casual,Mid-tier,Budget,0.7542787286063569,5.54406928518988,0,1,0,0.6231155778894473
391420,6,44,20.75,8,1.65,Gun Rocket,1.99,Casual,Mid-tier,Budget,0.7542787286063569,5.54406928518988,0,1,0,0.829145728643216
391420,7,67,31.375,8,1.49,Gun Rocket,1.99,Casual,Mid-tier,Budget,0.7542787286063569,5.54406928518988,0,1,0,0.7487437185929648
391420,8,10,5.0,6,1.8900000000000001,Gun Rocket,1.99,Casual,Mid-tier,Budget,0.7542787286063569,5.54406928518988,0,1,0,0.9497487437185931
391420,9,50,25.0,6,1.49,Gun Rocket,1.99,Casual,Mid-tier,Budget,0.7542787286063569,5.54406928518988,0,1,0,0.7487437185929648
391540,0,30,5.882352941176471,17,9.99,Undertale,9.99,RPG,Mid-tier,Mid,0.9650218749319809,6.875061321297627,0,0,0,1.0
391540,1,50,25.0,6,7.49,Undertale,9.99,RPG,Mid-tier,Mid,0.9650218749319809,6.875061321297627,0,0,0,0.7497497497497497
391540,2,50,26.923076923076923,13,4.99,Undertale,9.99,RPG,Mid-tier,Mid,0.9650218749319809,6.875061321297627,0,0,0,0.4994994994994995
391540,3,60,26.666666666666668,9,9.99,Undertale,9.99,RPG,Mid-tier,Mid,0.9650218749319809,6.875061321297627,0,0,0,1.0
391540,4,66,31.0,6,6.99,Undertale,9.99,RPG,Mid-tier,Mid,0.9650218749319809,6.875061321297627,0,0,0,0.6996996996996997
391540,5,70,31.666666666666668,6,6.995,Undertale,9.99,RPG,Mid-tier,Mid,0.9650218749319809,6.875061321297627,0,0,0,0.7002002002002002
391540,6,70,35.0,4,6.49,Undertale,9.99,RPG,Mid-tier,Mid,0.9650218749319809,6.875061321297627,0,0,0,0.6496496496496497
391540,7,70,35.0,8,6.49,Undertale,9.99,RPG,Mid-tier,Mid,0.9650218749319809,6.875061321297627,0,0,0,0.6496496496496497
391540,8,75,36.0,10,6.49,Undertale,9.99,RPG,Mid-tier,Mid,0.9650218749319809,6.875061321297627,0,0,0,0.6496496496496497
391540,9,90,40.0,17,2.99,Undertale,9.99,RPG,Mid-tier,Mid,0.9650218749319809,6.875061321297627,0,0,0,0.2992992992992993
391540,10,75,35.0,15,9.99,Undertale,9.99,RPG,Mid-tier,Mid,0.9650218749319809,6.875061321297627,0,0,0,1.0
391720,0,50,22.714285714285715,14,16.689999999999998,Layers of Fear (2016),19.99,Adventure,Mid-tier,Mid,0.8842289847660103,6.5440681684343955,0,0,27,0.8349174587293646
391720,1,75,35.714285714285715,14,13.989999999999998,Layers of Fear (2016),19.99,Adventure,Mid-tier,Mid,0.8842289847660103,6.5440681684343955,0,0,27,0.6998499249624812
391720,2,75,37.5,14,12.489999999999998,Layers of Fear (2016),19.99,Adventure,Mid-tier,Mid,0.8842289847660103,6.5440681684343955,0,0,27,0.6248124062031015
391720,3,80,39.0,20,12.489999999999998,Layers of Fear (2016),19.99,Adventure,Mid-tier,Mid,0.8842289847660103,6.5440681684343955,0,0,27,0.6248124062031015
391720,4,80,42.72727272727273,11,4.99,Layers of Fear (2016),19.99,Adventure,Mid-tier,Mid,0.8842289847660103,6.5440681684343955,0,0,27,0.24962481240620313
391720,5,80,36.92307692307692,13,19.99,Layers of Fear (2016),19.99,Adventure,Mid-tier,Mid,0.8842289847660103,6.5440681684343955,0,0,27,1.0
391720,8,90,45.0,2,10.989999999999998,Layers of Fear (2016),19.99,Adventure,Mid-tier,Mid,0.8842289847660103,6.5440681684343955,0,0,27,0.5497748874437218
391720,9,90,90.0,1,1.99,Layers of Fear (2016),19.99,Adventure,Mid-tier,Mid,0.8842289847660103,6.5440681684343955,0,0,27,0.09954977488744372
391720,10,90,36.0,5,19.99,Layers of Fear (2016),19.99,Adventure,Mid-tier,Mid,0.8842289847660103,6.5440681684343955,0,0,27,1.0
391730,0,33,11.857142857142858,7,14.99,Crashlands,14.99,RPG,Mid-tier,Mid,0.8954798017720379,5.54406928518988,1,1,36,1.0
391730,1,60,10.0,10,10.99,Crashlands,14.99,RPG,Mid-tier,Mid,0.8954798017720379,5.54406928518988,1,1,36,0.733155436957972
391730,2,34,11.625,16,14.24,Crashlands,14.99,RPG,Mid-tier,Mid,0.8954798017720379,5.54406928518988,1,1,36,0.9499666444296198
391730,3,67,16.0,16,13.49,Crashlands,14.99,RPG,Mid-tier,Mid,0.8954798017720379,5.54406928518988,1,1,36,0.8999332888592395
391730,4,75,16.75,16,13.49,Crashlands,14.99,RPG,Mid-tier,Mid,0.8954798017720379,5.54406928518988,1,1,36,0.8999332888592395
391730,5,35,16.428571428571427,14,12.74,Crashlands,14.99,RPG,Mid-tier,Mid,0.8954798017720379,5.54406928518988,1,1,36,0.8498999332888593
391730,6,40,17.5,14,12.74,Crashlands,14.99,RPG,Mid-tier,Mid,0.8954798017720379,5.54406928518988,1,1,36,0.8498999332888593
391730,7,80,29.625,16,12.74,Crashlands,14.99,RPG,Mid-tier,Mid,0.8954798017720379,5.54406928518988,1,1,36,0.8498999332888593
391730,8,90,40.625,16,8.99,Crashlands,14.99,RPG,Mid-tier,Mid,0.8954798017720379,5.54406928518988,1,1,36,0.5997331554369579
391730,9,90,34.25,20,11.99,Crashlands,14.99,RPG,Mid-tier,Mid,0.8954798017720379,5.54406928518988,1,1,36,0.799866577718479
391730,10,75,35.833333333333336,6,9.74,Crashlands,14.99,RPG,Mid-tier,Mid,0.8954798017720379,5.54406928518988,1,1,36,0.6497665110073382
392110,0,50,21.666666666666668,30,39.99,ENDLESS™ Space 2,39.99,Strategy,Mid-tier,Premium,0.8334719607757299,6.176091548585239,1,0,115,1.0
392110,1,66,33.0,28,28.490000000000002,ENDLESS™ Space 2,39.99,Strategy,Mid-tier,Premium,0.8334719607757299,6.176091548585239,1,0,115,0.7124281070267567
392110,2,75,35.42307692307692,26,28.490000000000002,ENDLESS™ Space 2,39.99,Strategy,Mid-tier,Premium,0.8334719607757299,6.176091548585239,1,0,115,0.7124281070267567
392110,3,75,37.5,16,24.990000000000002,ENDLESS™ Space 2,39.99,Strategy,Mid-tier,Premium,0.8334719607757299,6.176091548585239,1,0,115,0.6249062265566392
392110,4,80,35.38461538461539,13,9.99,ENDLESS™ Space 2,39.99,Strategy,Mid-tier,Premium,0.8334719607757299,6.176091548585239,1,0,115,0.24981245311327832
392110,5,75,37.5,12,24.990000000000002,ENDLESS™ Space 2,39.99,Strategy,Mid-tier,Premium,0.8334719607757299,6.176091548585239,1,0,115,0.6249062265566392
392110,6,80,38.214285714285715,14,24.990000000000002,ENDLESS™ Space 2,39.99,Strategy,Mid-tier,Premium,0.8334719607757299,6.176091548585239,1,0,115,0.6249062265566392
392110,7,75,37.5,18,24.990000000000002,ENDLESS™ Space 2,39.99,Strategy,Mid-tier,Premium,0.8334719607757299,6.176091548585239,1,0,115,0.6249062265566392
392110,8,75,40.0,15,9.99,ENDLESS™ Space 2,39.99,Strategy,Mid-tier,Premium,0.8334719607757299,6.176091548585239,1,0,115,0.24981245311327832
392160,0,25,11.615384615384615,13,44.99,X4: Foundations,49.99,Strategy,Mid-tier,Premium,0.7991584455995191,6.176091548585239,0,1,172,0.8999799959991999
392160,1,35,14.444444444444445,18,44.99,X4: Foundations,49.99,Strategy,Mid-tier,Premium,0.7991584455995191,6.176091548585239,0,1,172,0.8999799959991999
392160,2,50,20.555555555555557,18,41.24,X4: Foundations,49.99,Strategy,Mid-tier,Premium,0.7991584455995191,6.176091548585239,0,1,172,0.8249649929985997
392160,3,60,27.5,16,37.49,X4: Foundations,49.99,Strategy,Mid-tier,Premium,0.7991584455995191,6.176091548585239,0,1,172,0.7499499899979996
392160,4,60,25.789473684210527,19,49.99,X4: Foundations,49.99,Strategy,Mid-tier,Premium,0.7991584455995191,6.176091548585239,0,1,172,1.0
392160,5,70,33.68421052631579,19,19.99,X4: Foundations,49.99,Strategy,Mid-tier,Premium,0.7991584455995191,6.176091548585239,0,1,172,0.399879975995199
392160,6,75,33.94736842105263,19,49.99,X4: Foundations,49.99,Strategy,Mid-tier,Premium,0.7991584455995191,6.176091548585239,0,1,172,1.0
392160,7,90,40.0,6,31.240000000000002,X4: Foundations,49.99,Strategy,Mid-tier,Premium,0.7991584455995191,6.176091548585239,0,1,172,0.6249249849969994
393080,0,50,15.0,9,39.99,Call of Duty®: Modern Warfare® Remastered (2017),39.99,Action,Mid-tier,Premium,0.5393813361060567,5.875061842450624,1,0,50,1.0
393080,1,25,12.5,16,34.99,Call of Duty®: Modern Warfare® Remastered (2017),39.99,Action,Mid-tier,Premium,0.5393813361060567,5.875061842450624,1,0,50,0.8749687421855464
393080,2,25,12.5,12,34.99,Call of Duty®: Modern Warfare® Remastered (2017),39.99,Action,Mid-tier,Premium,0.5393813361060567,5.875061842450624,1,0,50,0.8749687421855464
393080,3,67,18.4,5,39.99,Call of Duty®: Modern Warfare® Remastered (2017),39.99,Action,Mid-tier,Premium,0.5393813361060567,5.875061842450624,1,0,50,1.0
393080,4,50,22.22222222222222,18,34.99,Call of Duty®: Modern Warfare® Remastered (2017),39.99,Action,Mid-tier,Premium,0.5393813361060567,5.875061842450624,1,0,50,0.8749687421855464
393080,5,50,25.0,16,29.990000000000002,Call of Duty®: Modern Warfare® Remastered (2017),39.99,Action,Mid-tier,Premium,0.5393813361060567,5.875061842450624,1,0,50,0.7499374843710928
393080,6,50,25.0,20,29.990000000000002,Call of Duty®: Modern Warfare® Remastered (2017),39.99,Action,Mid-tier,Premium,0.5393813361060567,5.875061842450624,1,0,50,0.7499374843710928
393080,7,50,25.0,16,29.990000000000002,Call of Duty®: Modern Warfare® Remastered (2017),39.99,Action,Mid-tier,Premium,0.5393813361060567,5.875061842450624,1,0,50,0.7499374843710928
393080,8,50,25.0,12,29.990000000000002,Call of Duty®: Modern Warfare® Remastered (2017),39.99,Action,Mid-tier,Premium,0.5393813361060567,5.875061842450624,1,0,50,0.7499374843710928
393380,0,25,11.666666666666666,15,39.99,Squad,49.99,Strategy,Mid-tier,Premium,0.8113616781055947,6.5440681684343955,1,0,0,0.7999599919983997
393380,1,35,14.533333333333333,15,37.49,Squad,49.99,Strategy,Mid-tier,Premium,0.8113616781055947,6.5440681684343955,1,0,0,0.7499499899979996
393380,2,30,11.38888888888889,18,44.99,Squad,49.99,Strategy,Mid-tier,Premium,0.8113616781055947,6.5440681684343955,1,0,0,0.8999799959991999
393380,3,60,18.571428571428573,14,43.74,Squad,49.99,Strategy,Mid-tier,Premium,0.8113616781055947,6.5440681684343955,1,0,0,0.8749749949989998
393380,4,70,29.375,16,37.49,Squad,49.99,Strategy,Mid-tier,Premium,0.8113616781055947,6.5440681684343955,1,0,0,0.7499499899979996
393380,5,60,28.0,10,39.99,Squad,49.99,Strategy,Mid-tier,Premium,0.8113616781055947,6.5440681684343955,1,0,0,0.7999599919983997
393420,0,65,28.0,10,18.74,Hurtworld,24.99,Simulation,Mid-tier,Mid,0.7605465854523188,5.875061842450624,1,0,0,0.7498999599839936
